person	personLabel	university	location	organisation
http://www.wikidata.org/entity/Q264036	Lotta Lotass	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q2642771	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q446732	Otto J. Maenchen-Helfen	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q1741	http://www.wikidata.org/entity/Q168756
http://www.wikidata.org/entity/Q446732	Otto J. Maenchen-Helfen	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q1741	http://www.wikidata.org/entity/Q638859
http://www.wikidata.org/entity/Q446732	Otto J. Maenchen-Helfen	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q1741	http://www.wikidata.org/entity/Q4201575
http://www.wikidata.org/entity/Q460475	Nick Bostrom	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25411	http://www.wikidata.org/entity/Q34433
http://www.wikidata.org/entity/Q558050	Ann-Sofie Johansson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q823785	http://www.wikidata.org/entity/Q188326
http://www.wikidata.org/entity/Q820962	Erling Eidem	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q887439	Bo Ralph	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q221645
http://www.wikidata.org/entity/Q887439	Bo Ralph	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q949175	Sture Allén	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q1463595	Hans Davidsson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q1463595	Hans Davidsson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q466664
http://www.wikidata.org/entity/Q1662831	Inge Thulin	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q2211	http://www.wikidata.org/entity/Q159433
http://www.wikidata.org/entity/Q1662985	Ingemar Düring	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q1696311	Lennart Heimer	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q26515	http://www.wikidata.org/entity/Q49108
http://www.wikidata.org/entity/Q1696311	Lennart Heimer	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q26515	http://www.wikidata.org/entity/Q213439
http://www.wikidata.org/entity/Q1919467	Melker Schörling	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10512990	http://www.wikidata.org/entity/Q1061504
http://www.wikidata.org/entity/Q2342583	Sten Grillner	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q1754	http://www.wikidata.org/entity/Q219564
http://www.wikidata.org/entity/Q3352137	Erik Lönnroth	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10713238	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q3352137	Erik Lönnroth	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10713238	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q3888215	Hannes Sköld	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10717981	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q4661609	Aant Elzinga	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q3291153	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q4887775	Bengt-Åke Lundvall	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q34	http://www.wikidata.org/entity/Q601956
http://www.wikidata.org/entity/Q4916221	Birger Hjørland	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q3355965	http://www.wikidata.org/entity/Q186285
http://www.wikidata.org/entity/Q4939273	Nina Björk	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q2015712	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q4950540	Eva Gothlin	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10602808	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q4952539	Anita Hansbo	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q18333982	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q4952539	Anita Hansbo	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q18333982	http://www.wikidata.org/entity/Q2496060
http://www.wikidata.org/entity/Q4952539	Anita Hansbo	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q18333982	http://www.wikidata.org/entity/Q7894643
http://www.wikidata.org/entity/Q4960259	Gunhild Kyle	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10515876	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q4981631	Gunnel Swedner	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10718420	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q4989368	Kerstin Nordenstam	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10412414	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q4990683	Agnes Wold	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25286	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5566626	Osborne Bartley	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5609874	Per Clemensson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10540465	http://www.wikidata.org/entity/Q10553859
http://www.wikidata.org/entity/Q5618976	Gunnar D Hansson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q2295696	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5777763	Jan-Eric Gustafsson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q21165	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5950883	Sven-Eric Liedman	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25789	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5968551	Johan Lybeck	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q4973721	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q6011871	Stefan Nilsson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25413	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q6017391	Ragnar Norrby	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q6017391	Ragnar Norrby	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q1144565
http://www.wikidata.org/entity/Q6033958	Gunno Palmquist	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q1021557	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q6246033	Rolf Wolff	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q2107	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q7648691	Susanna Roxman	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q1754	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q8303551	Nils Ryndel	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q54759	http://www.wikidata.org/entity/Q1992004
http://www.wikidata.org/entity/Q8436871	Åke Sellström	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q34	http://www.wikidata.org/entity/Q1065
http://www.wikidata.org/entity/Q8436871	Åke Sellström	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q34	http://www.wikidata.org/entity/Q1144565
http://www.wikidata.org/entity/Q10429925	Birgitta Forsman	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q54771	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q10429925	Birgitta Forsman	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q54771	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q10429925	Birgitta Forsman	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q54771	http://www.wikidata.org/entity/Q482980
http://www.wikidata.org/entity/Q10431800	Bo Hedberg	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q54769	http://www.wikidata.org/entity/Q221645
http://www.wikidata.org/entity/Q12404165	Efraim Davidi	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q44059	http://www.wikidata.org/entity/Q2917796
http://www.wikidata.org/entity/Q12404165	Efraim Davidi	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q44059	http://www.wikidata.org/entity/Q5638503
http://www.wikidata.org/entity/Q13505874	Ulf Molau	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q1754	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q15451929	Inga-Stina Ewbank	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10425702	http://www.wikidata.org/entity/Q13371
http://www.wikidata.org/entity/Q15451929	Inga-Stina Ewbank	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10425702	http://www.wikidata.org/entity/Q503424
http://www.wikidata.org/entity/Q16633168	Christopher Kullenberg	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25413	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q18245478	Mats Rosengren	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q21512120	Thomas Sterner	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q202660
http://www.wikidata.org/entity/Q21512120	Thomas Sterner	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q22290781	Carina Bergfeldt	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q1559732	http://www.wikidata.org/entity/Q215363
http://www.wikidata.org/entity/Q24708160	Anna Wåhlin	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q221645
http://www.wikidata.org/entity/Q24708160	Anna Wåhlin	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q28858637	Sverker Arnoldsson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q26476	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q42393787	Teresa Lagergård	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q105060	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5716534	Henrik Sjöbring	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10407152	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5719543	Axel Essén	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10475816	http://www.wikidata.org/entity/Q567743
http://www.wikidata.org/entity/Q5719543	Axel Essén	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10475816	http://www.wikidata.org/entity/Q1559719
http://www.wikidata.org/entity/Q5719543	Axel Essén	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10475816	http://www.wikidata.org/entity/Q4568240
http://www.wikidata.org/entity/Q5719543	Axel Essén	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10475816	http://www.wikidata.org/entity/Q10432922
http://www.wikidata.org/entity/Q5723069	Claes Fahlander	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5725105	Eric Michael Fant	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10489090	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5725664	Bengt Pettersson	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q26937	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5725664	Bengt Pettersson	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q26937	http://www.wikidata.org/entity/Q1144565
http://www.wikidata.org/entity/Q5729497	Walter Fevrell	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25286	http://www.wikidata.org/entity/Q6704159
http://www.wikidata.org/entity/Q5729497	Walter Fevrell	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25286	http://www.wikidata.org/entity/Q10677667
http://www.wikidata.org/entity/Q5733763	Johan Floderus	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10718569	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5744240	Carl Samuel Andreas Fries	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q3375836	http://www.wikidata.org/entity/Q725108
http://www.wikidata.org/entity/Q5744240	Carl Samuel Andreas Fries	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q3375836	http://www.wikidata.org/entity/Q10685248
http://www.wikidata.org/entity/Q5744398	Otto von Friesen	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10549927	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5744418	Sten von Friesen	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25286	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5749111	Erik Gadelius	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q3438210	http://www.wikidata.org/entity/Q219564
http://www.wikidata.org/entity/Q5749305	Carl Hartman	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10673304	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5754664	Karl Reinhold Geijer	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10604644	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5756044	Carl Fredrik Georgii	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10707814	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5757435	Martinus Gestrinius	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10512441	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5760955	Olof Glas	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q18334316	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5767545	Nils Gralén	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25732	http://www.wikidata.org/entity/Q836805
http://www.wikidata.org/entity/Q5773319	Samuel Grubbe	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10665136	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5780422	Johan Göransson	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10683919	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5782847	Johan Vilhelm Hagströmer	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10680648	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5784539	Thore Gustaf Halle	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10590065	http://www.wikidata.org/entity/Q221645
http://www.wikidata.org/entity/Q5784592	Jonas Hallenberg	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10516348	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q49104101	Anders Persson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q1274195
http://www.wikidata.org/entity/Q49104101	Anders Persson	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q1851405
http://www.wikidata.org/entity/Q54937090	Halina Rubinsztein-Dunlop	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q36	http://www.wikidata.org/entity/Q866012
http://www.wikidata.org/entity/Q56302055	Olof Wärneryd	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10562649	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q56302055	Olof Wärneryd	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q10562649	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q56331627	Maria Elmquist	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q25413	http://www.wikidata.org/entity/Q836805
http://www.wikidata.org/entity/Q57775435	Tarja Karlsson Häikiö	http://www.wikidata.org/entity/Q371522	http://www.wikidata.org/entity/Q47048	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q30346365	Q30346365	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q753010	http://www.wikidata.org/entity/Q4201643
http://www.wikidata.org/entity/Q38381954	Mikael Häggström	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q5214961
http://www.wikidata.org/entity/Q38381954	Mikael Häggström	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q10593825
http://www.wikidata.org/entity/Q41662205	Helen Haines	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q1009509	http://www.wikidata.org/entity/Q319078
http://www.wikidata.org/entity/Q42305586	Hannu Koskinen	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q742854	http://www.wikidata.org/entity/Q28695
http://www.wikidata.org/entity/Q42418078	Johan Israel Näslund	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q492641	http://www.wikidata.org/entity/Q869583
http://www.wikidata.org/entity/Q42552693	Kristina Edström	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q42598361	Anna Sarkadi	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q1781	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q2464202	Áskell Löve	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q1764	http://www.wikidata.org/entity/Q196559
http://www.wikidata.org/entity/Q2464202	Áskell Löve	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q1764	http://www.wikidata.org/entity/Q392189
http://www.wikidata.org/entity/Q2464202	Áskell Löve	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q1764	http://www.wikidata.org/entity/Q736674
http://www.wikidata.org/entity/Q2464202	Áskell Löve	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q1764	http://www.wikidata.org/entity/Q1191833
http://www.wikidata.org/entity/Q2536262	Carl Gustaf Thomson	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q2211	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q2573515	Hans Magnus Melin	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10728457	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q2620894	Fredrik Adam Smitt	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q26521	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q2620894	Fredrik Adam Smitt	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q26521	http://www.wikidata.org/entity/Q221645
http://www.wikidata.org/entity/Q2742465	Einar Naumann	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10532589	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q2746416	Pehr G. Gyllenhammar	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q25287	http://www.wikidata.org/entity/Q4567575
http://www.wikidata.org/entity/Q3049579	Rolf Dahlgren	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q1748	http://www.wikidata.org/entity/Q186285
http://www.wikidata.org/entity/Q3066503	Fanny de Sivers	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q102365	http://www.wikidata.org/entity/Q280413
http://www.wikidata.org/entity/Q3142413	Åke Gustafsson	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q1754	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q3142413	Åke Gustafsson	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q1754	http://www.wikidata.org/entity/Q10677719
http://www.wikidata.org/entity/Q4056656	Mortimer Agardh	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10438626	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q4241627	Abraham Peter Cronholm	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10553938	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q4272889	Doris Löve	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q26937	http://www.wikidata.org/entity/Q196559
http://www.wikidata.org/entity/Q4272889	Doris Löve	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q26937	http://www.wikidata.org/entity/Q392189
http://www.wikidata.org/entity/Q4272889	Doris Löve	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q26937	http://www.wikidata.org/entity/Q1191833
http://www.wikidata.org/entity/Q4349605	Bengt Lidforss	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10570835	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q4349605	Bengt Lidforss	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10570835	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q59687293	Thomas William Teasdale	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q170377	http://www.wikidata.org/entity/Q186285
http://www.wikidata.org/entity/Q496775	Anders Dahl	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q531376	http://www.wikidata.org/entity/Q28695
http://www.wikidata.org/entity/Q517894	Bengt Westerlund	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25748	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q520463	Ulf Grahn	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q109010	http://www.wikidata.org/entity/Q179036
http://www.wikidata.org/entity/Q524574	Karl Oskar Medin	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q10423672	http://www.wikidata.org/entity/Q219564
http://www.wikidata.org/entity/Q526271	Per-Olov Löwdin	http://www.wikidata.org/entity/Q185246	http://www.wikidata.org/entity/Q25286	http://www.wikidata.org/entity/Q185246
http://www.wikidata.org/entity/Q5746311	Carl-Erik Fröberg	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10671828	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5757286	Otto Gertz	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10576115	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5779224	Knut Anton Walter Gyllenberg	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10576133	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5789538	Per "YP" Hansson	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q28287	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5802178	Nils Heribert-Nilsson	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10670235	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5803523	Hans Hertz	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q2167	http://www.wikidata.org/entity/Q854280
http://www.wikidata.org/entity/Q5815347	Sven Emil Snogerup	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q504594	http://www.wikidata.org/entity/Q3064716
http://www.wikidata.org/entity/Q5817839	Torsten Husén	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q2167	http://www.wikidata.org/entity/Q221645
http://www.wikidata.org/entity/Q5826597	Malte Jacobsson	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q26937	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5857637	Petrus Filenius	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10658901	http://www.wikidata.org/entity/Q414481
http://www.wikidata.org/entity/Q5880334	Anders Jarlert	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q2167	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5887964	Thomas Johansson	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q54759	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5897484	Birger Kajanus	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10576133	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5897484	Birger Kajanus	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10576133	http://www.wikidata.org/entity/Q10718976
http://www.wikidata.org/entity/Q5912834	Peter Klason	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10726744	http://www.wikidata.org/entity/Q854280
http://www.wikidata.org/entity/Q5934348	Karl Georg Herman Lang	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q10576132	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5950139	Anders Lidbeck	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q2167	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5950883	Sven-Eric Liedman	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q25789	http://www.wikidata.org/entity/Q371522
http://www.wikidata.org/entity/Q5953128	Josua Lindahl	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q28374	http://www.wikidata.org/entity/Q218506
http://www.wikidata.org/entity/Q5953128	Josua Lindahl	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q28374	http://www.wikidata.org/entity/Q1420103
http://www.wikidata.org/entity/Q5953128	Josua Lindahl	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q28374	http://www.wikidata.org/entity/Q3298337
http://www.wikidata.org/entity/Q5953128	Josua Lindahl	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q28374	http://www.wikidata.org/entity/Q16996657
http://www.wikidata.org/entity/Q5953128	Josua Lindahl	http://www.wikidata.org/entity/Q218506	http://www.wikidata.org/entity/Q28374	http://www.wikidata.org/entity/Q56247128
