organisation,organisationLabel,location,locationLabel
http://www.wikidata.org/entity/Q6972720,National Food Agency,http://www.wikidata.org/entity/Q25286,Uppsala
http://www.wikidata.org/entity/Q1434547,Loughborough University,http://www.wikidata.org/entity/Q537323,Loughborough
http://www.wikidata.org/entity/Q1472511,Statistics Sweden,http://www.wikidata.org/entity/Q25732,Örebro
http://www.wikidata.org/entity/Q41114,Ewha Womans University,http://www.wikidata.org/entity/Q50408,Seodaemun District
http://www.wikidata.org/entity/Q28804179,Västerbotten County Administrative Board,http://www.wikidata.org/entity/Q25579,Umeå
http://www.wikidata.org/entity/Q1557861,University of Évora,http://www.wikidata.org/entity/Q2652407,Sé e São Pedro
http://www.wikidata.org/entity/Q1065414,Vrije Universiteit Amsterdam,http://www.wikidata.org/entity/Q64063085,Q64063085
http://www.wikidata.org/entity/Q1541450,Royal Swedish Academy of Music,http://www.wikidata.org/entity/Q1888208,Blasieholmen
http://www.wikidata.org/entity/Q1140265,Royal Dramatic Theatre,http://www.wikidata.org/entity/Q298489,Östermalm
http://www.wikidata.org/entity/Q593321,University of Genoa,http://www.wikidata.org/entity/Q1449,Genoa
http://www.wikidata.org/entity/Q6971083,Swedish Board for Study Support,http://www.wikidata.org/entity/Q26476,Sundsvall
http://www.wikidata.org/entity/Q56302089,Agency for Digital Government,http://www.wikidata.org/entity/Q26476,Sundsvall
http://www.wikidata.org/entity/Q5251219,Defence Materiel Administration,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q891249,Swedish Companies Registration Office,http://www.wikidata.org/entity/Q26476,Sundsvall
http://www.wikidata.org/entity/Q1247075,Uppsala University Coin Cabinet,http://www.wikidata.org/entity/Q25286,Uppsala
http://www.wikidata.org/entity/Q15574,University of Adelaide,http://www.wikidata.org/entity/Q334,Singapore
http://www.wikidata.org/entity/Q15574,University of Adelaide,http://www.wikidata.org/entity/Q56433431,North Terrace campus
http://www.wikidata.org/entity/Q15574,University of Adelaide,http://www.wikidata.org/entity/Q56433476,Roseworthy campus
http://www.wikidata.org/entity/Q15574,University of Adelaide,http://www.wikidata.org/entity/Q56433543,Thebarton campus
http://www.wikidata.org/entity/Q837164,Newcastle University,http://www.wikidata.org/entity/Q1425428,Newcastle upon Tyne
http://www.wikidata.org/entity/Q7889516,United States Army Research Laboratory,http://www.wikidata.org/entity/Q755153,Adelphi
http://www.wikidata.org/entity/Q15574,University of Adelaide,http://www.wikidata.org/entity/Q56433517,Waite campus
http://www.wikidata.org/entity/Q1677108,Swedish Transport Administration,http://www.wikidata.org/entity/Q54341,Borlänge
http://www.wikidata.org/entity/Q1155944,Paris Descartes University,http://www.wikidata.org/entity/Q241021,Montrouge
http://www.wikidata.org/entity/Q1155944,Paris Descartes University,http://www.wikidata.org/entity/Q172455,Boulogne-Billancourt
http://www.wikidata.org/entity/Q1155944,Paris Descartes University,http://www.wikidata.org/entity/Q90,Paris
http://www.wikidata.org/entity/Q10621662,Swedish Patent and Registration Office,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q845497,Lantmäteriet,http://www.wikidata.org/entity/Q25748,Gävle
http://www.wikidata.org/entity/Q878218,Max Planck Institute of Biochemistry,http://www.wikidata.org/entity/Q259230,Martinsried
http://www.wikidata.org/entity/Q12361172,Estonian-Swedish Mental Health and Suicidology Institute,http://www.wikidata.org/entity/Q1023563,Nõmme
http://www.wikidata.org/entity/Q10677666,Swedish Agency for Health Technology Assessment and Assessment of Social Services,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q10635976,Swedish Polar Research Secretariat,http://www.wikidata.org/entity/Q26268,Luleå
http://www.wikidata.org/entity/Q2000141,Norrland's University Hospital,http://www.wikidata.org/entity/Q25579,Umeå
http://www.wikidata.org/entity/Q15576,University of South Australia,http://www.wikidata.org/entity/Q5112,Adelaide
http://www.wikidata.org/entity/Q15576,University of South Australia,http://www.wikidata.org/entity/Q24190244,Whyalla Norrie
http://www.wikidata.org/entity/Q61754201,Q61754201,http://www.wikidata.org/entity/Q25287,Gothenburg
http://www.wikidata.org/entity/Q156725,University of Hamburg,http://www.wikidata.org/entity/Q1055,Hamburg
http://www.wikidata.org/entity/Q15576,University of South Australia,http://www.wikidata.org/entity/Q327348,Mount Gambier
http://www.wikidata.org/entity/Q15576,University of South Australia,http://www.wikidata.org/entity/Q12061437,Magill
http://www.wikidata.org/entity/Q15576,University of South Australia,http://www.wikidata.org/entity/Q6794461,Mawson Lakes
http://www.wikidata.org/entity/Q137503,University of Łódź,http://www.wikidata.org/entity/Q580,Łódź
http://www.wikidata.org/entity/Q32746,National Taiwan University,http://www.wikidata.org/entity/Q22502,Taiwan
http://www.wikidata.org/entity/Q10444910,Q10444910,http://www.wikidata.org/entity/Q25457,Karlstad
http://www.wikidata.org/entity/Q32746,National Taiwan University,http://www.wikidata.org/entity/Q1867,Taipei
http://www.wikidata.org/entity/Q963530,University of Stirling,http://www.wikidata.org/entity/Q182923,Stirling
http://www.wikidata.org/entity/Q326342,Concordia University,http://www.wikidata.org/entity/Q340,Montreal
http://www.wikidata.org/entity/Q1363442,Kulturen,http://www.wikidata.org/entity/Q2167,Lund
http://www.wikidata.org/entity/Q10302765,Institute for Molecular and Cell Biology,http://www.wikidata.org/entity/Q36433,Porto
http://www.wikidata.org/entity/Q1756541,Vytautas Magnus University,http://www.wikidata.org/entity/Q4115712,Kaunas
http://www.wikidata.org/entity/Q7654818,Swedish Post and Telecom Agency,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q195668,Queen Mary University of London,http://www.wikidata.org/entity/Q84,London
http://www.wikidata.org/entity/Q932411,Brunel University,http://www.wikidata.org/entity/Q3552816,Uxbridge
http://www.wikidata.org/entity/Q932411,Brunel University,http://www.wikidata.org/entity/Q84,London
http://www.wikidata.org/entity/Q1235608,Paris Diderot University,http://www.wikidata.org/entity/Q234735,Meudon
http://www.wikidata.org/entity/Q10716418,Q10716418,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q1235608,Paris Diderot University,http://www.wikidata.org/entity/Q90,Paris
http://www.wikidata.org/entity/Q3578460,Västerbottens museum,http://www.wikidata.org/entity/Q25579,Umeå
http://www.wikidata.org/entity/Q1235608,Paris Diderot University,http://www.wikidata.org/entity/Q182872,Fontainebleau
http://www.wikidata.org/entity/Q1567050,Hacettepe University,http://www.wikidata.org/entity/Q3640,Ankara
http://www.wikidata.org/entity/Q1421440,Fitzwilliam Museum,http://www.wikidata.org/entity/Q350,Cambridge
http://www.wikidata.org/entity/Q371908,Albertina,http://www.wikidata.org/entity/Q126393,Palais Erzherzog Albrecht
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q13396,Rieti
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q13413,Frosinone
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q117382,Sora
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q243116,Nettuno
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q116592,Cassino
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q241744,Ariccia
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q128089,Gaeta
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q271411,Malindi
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q128226,Terracina
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q241791,Bracciano
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q242553,Colleferro
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q221900,Pozzilli
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q242710,Guidonia Montecelio
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q242533,Civitavecchia
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q128065,Cisterna di Latina
http://www.wikidata.org/entity/Q1506922,Gustavianum,http://www.wikidata.org/entity/Q10496093,Fjärdingen
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q243172,Pomezia
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q1486,Buenos Aires
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q13450,Isernia
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q13410,Latina
http://www.wikidata.org/entity/Q209344,Sapienza University of Rome,http://www.wikidata.org/entity/Q13395,Viterbo
http://www.wikidata.org/entity/Q46210,University of Milan,http://www.wikidata.org/entity/Q490,Milan
http://www.wikidata.org/entity/Q99284810,Southern Cross University Coffs Harbour Campus,http://www.wikidata.org/entity/Q604283,Coffs Harbour
http://www.wikidata.org/entity/Q432637,George Washington University,http://www.wikidata.org/entity/Q3297936,Foxhall
http://www.wikidata.org/entity/Q432637,George Washington University,http://www.wikidata.org/entity/Q2019662,Foggy Bottom
http://www.wikidata.org/entity/Q2002619,Nottingham Trent University,http://www.wikidata.org/entity/Q41262,Nottingham
http://www.wikidata.org/entity/Q58346416,Saint Petersburg Mining Institute,http://www.wikidata.org/entity/Q656,Saint Petersburg
http://www.wikidata.org/entity/Q3440237,Swedish Public Employment Service,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q936476,Central University of Venezuela,http://www.wikidata.org/entity/Q1533,Caracas
http://www.wikidata.org/entity/Q838691,Muséum national d'histoire naturelle,http://www.wikidata.org/entity/Q90,Paris
http://www.wikidata.org/entity/Q3036648,University of Worcester,http://www.wikidata.org/entity/Q7593808,St John's
http://www.wikidata.org/entity/Q1249005,University of Dundee,http://www.wikidata.org/entity/Q123709,Dundee
http://www.wikidata.org/entity/Q3036648,University of Worcester,http://www.wikidata.org/entity/Q67575442,Worcestershire
http://www.wikidata.org/entity/Q2413375,The Open University,http://www.wikidata.org/entity/Q204234,Milton Keynes
http://www.wikidata.org/entity/Q85985187,University College London Cancer Institute,http://www.wikidata.org/entity/Q84,London
http://www.wikidata.org/entity/Q3036648,University of Worcester,http://www.wikidata.org/entity/Q1646181,Worcester
http://www.wikidata.org/entity/Q540751,Anglia Ruskin University,http://www.wikidata.org/entity/Q210985,Chelmsford
http://www.wikidata.org/entity/Q3547145,Birmingham City University,http://www.wikidata.org/entity/Q2256,Birmingham
http://www.wikidata.org/entity/Q1724971,National Archives of Sweden,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q1331110,Swedish Security Service,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q772059,Max Planck Institute for Human Development,http://www.wikidata.org/entity/Q693628,Wilmersdorf
http://www.wikidata.org/entity/Q924551,National Library of Norway,http://www.wikidata.org/entity/Q585,Oslo
http://www.wikidata.org/entity/Q499510,University of Liverpool,http://www.wikidata.org/entity/Q4666835,Abercromby Square
http://www.wikidata.org/entity/Q10674565,Q10674565,http://www.wikidata.org/entity/Q3240427,Härnösand
http://www.wikidata.org/entity/Q132478,Oxford Brookes University,http://www.wikidata.org/entity/Q3090863,Headington
http://www.wikidata.org/entity/Q1142544,Wellcome Sanger Institute,http://www.wikidata.org/entity/Q7981199,Wellcome Genome Campus
http://www.wikidata.org/entity/Q131454,Library of Congress,http://www.wikidata.org/entity/Q54109,United States Capitol
http://www.wikidata.org/entity/Q131454,Library of Congress,http://www.wikidata.org/entity/Q2337907,John Adams Building
http://www.wikidata.org/entity/Q15694964,Swedish eHealth Agency,http://www.wikidata.org/entity/Q26345,Kalmar
http://www.wikidata.org/entity/Q10623228,Swedish Pensions Agency,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q131454,Library of Congress,http://www.wikidata.org/entity/Q2615945,Thomas Jefferson Building
http://www.wikidata.org/entity/Q836916,Swedish Tax Agency,http://www.wikidata.org/entity/Q10673294,Solna
http://www.wikidata.org/entity/Q10416916,Swedish Labour Movement's Archives and Library,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q647768,Norwegian International Film Festival,http://www.wikidata.org/entity/Q109036,Haugesund
http://www.wikidata.org/entity/Q3551577,University of Chichester,http://www.wikidata.org/entity/Q207639,Chichester
http://www.wikidata.org/entity/Q131454,Library of Congress,http://www.wikidata.org/entity/Q3161243,James Madison Memorial Building
http://www.wikidata.org/entity/Q7654780,National Financial Management Authority,http://www.wikidata.org/entity/Q1754,Stockholm
http://www.wikidata.org/entity/Q489175,Västergötland museum,http://www.wikidata.org/entity/Q939389,Skara
