organisation	organisationLabel	location
http://www.wikidata.org/entity/Q1421440	Fitzwilliam Museum	http://www.wikidata.org/entity/Q350
http://www.wikidata.org/entity/Q6971083	Swedish Board for Study Support	http://www.wikidata.org/entity/Q26476
http://www.wikidata.org/entity/Q371908	Albertina	http://www.wikidata.org/entity/Q126393
http://www.wikidata.org/entity/Q15576	University of South Australia	http://www.wikidata.org/entity/Q327348
http://www.wikidata.org/entity/Q15576	University of South Australia	http://www.wikidata.org/entity/Q6794461
http://www.wikidata.org/entity/Q15576	University of South Australia	http://www.wikidata.org/entity/Q12061437
http://www.wikidata.org/entity/Q15576	University of South Australia	http://www.wikidata.org/entity/Q24190244
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q1486
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q13395
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q13396
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q13410
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q13413
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q13450
http://www.wikidata.org/entity/Q15576	University of South Australia	http://www.wikidata.org/entity/Q5112
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q116592
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q117382
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q128065
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q128089
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q128226
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q221900
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q241744
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q241791
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q242533
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q242553
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q242710
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q243116
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q243172
http://www.wikidata.org/entity/Q209344	Sapienza University of Rome	http://www.wikidata.org/entity/Q271411
http://www.wikidata.org/entity/Q46210	University of Milan	http://www.wikidata.org/entity/Q490
http://www.wikidata.org/entity/Q1506922	Gustavianum	http://www.wikidata.org/entity/Q10496093
http://www.wikidata.org/entity/Q32746	National Taiwan University	http://www.wikidata.org/entity/Q1867
http://www.wikidata.org/entity/Q32746	National Taiwan University	http://www.wikidata.org/entity/Q22502
http://www.wikidata.org/entity/Q845497	Lantmäteriet	http://www.wikidata.org/entity/Q25748
http://www.wikidata.org/entity/Q2413375	The Open University	http://www.wikidata.org/entity/Q204234
http://www.wikidata.org/entity/Q3036648	University of Worcester	http://www.wikidata.org/entity/Q1646181
http://www.wikidata.org/entity/Q3036648	University of Worcester	http://www.wikidata.org/entity/Q7593808
http://www.wikidata.org/entity/Q3036648	University of Worcester	http://www.wikidata.org/entity/Q67575442
http://www.wikidata.org/entity/Q10621662	Swedish Patent and Registration Office	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q1249005	University of Dundee	http://www.wikidata.org/entity/Q123709
http://www.wikidata.org/entity/Q85985187	University College London Cancer Institute	http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q1567050	Hacettepe University	http://www.wikidata.org/entity/Q3640
http://www.wikidata.org/entity/Q99284810	Southern Cross University Coffs Harbour Campus	http://www.wikidata.org/entity/Q604283
http://www.wikidata.org/entity/Q1247075	Uppsala University Coin Cabinet	http://www.wikidata.org/entity/Q25286
http://www.wikidata.org/entity/Q10274592	School of Communications and Arts of the University of São Paulo	http://www.wikidata.org/entity/Q174
http://www.wikidata.org/entity/Q924551	National Library of Norway	http://www.wikidata.org/entity/Q585
http://www.wikidata.org/entity/Q132478	Oxford Brookes University	http://www.wikidata.org/entity/Q3090863
http://www.wikidata.org/entity/Q10674565	Q10674565	http://www.wikidata.org/entity/Q3240427
http://www.wikidata.org/entity/Q3064716	Botaniska trädgården	http://www.wikidata.org/entity/Q2167
http://www.wikidata.org/entity/Q4585222	Swedish Migration Board	http://www.wikidata.org/entity/Q25724
http://www.wikidata.org/entity/Q7061065	Swedish Prison and Probation Service	http://www.wikidata.org/entity/Q25724
http://www.wikidata.org/entity/Q1333399	University of Leicester	http://www.wikidata.org/entity/Q83065
http://www.wikidata.org/entity/Q1434547	Loughborough University	http://www.wikidata.org/entity/Q537323
http://www.wikidata.org/entity/Q1142544	Wellcome Sanger Institute	http://www.wikidata.org/entity/Q7981199
http://www.wikidata.org/entity/Q838691	Muséum national d'histoire naturelle	http://www.wikidata.org/entity/Q90
http://www.wikidata.org/entity/Q7654780	National Financial Management Authority	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q131454	Library of Congress	http://www.wikidata.org/entity/Q54109
http://www.wikidata.org/entity/Q3551577	University of Chichester	http://www.wikidata.org/entity/Q207639
http://www.wikidata.org/entity/Q10416916	Swedish Labour Movement's Archives and Library	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q489175	Västergötland museum	http://www.wikidata.org/entity/Q939389
http://www.wikidata.org/entity/Q131454	Library of Congress	http://www.wikidata.org/entity/Q2337907
http://www.wikidata.org/entity/Q131454	Library of Congress	http://www.wikidata.org/entity/Q2615945
http://www.wikidata.org/entity/Q131454	Library of Congress	http://www.wikidata.org/entity/Q3161243
http://www.wikidata.org/entity/Q647768	Norwegian International Film Festival	http://www.wikidata.org/entity/Q109036
http://www.wikidata.org/entity/Q15694964	Swedish eHealth Agency	http://www.wikidata.org/entity/Q26345
http://www.wikidata.org/entity/Q540751	Anglia Ruskin University	http://www.wikidata.org/entity/Q210985
http://www.wikidata.org/entity/Q10623228	Swedish Pensions Agency	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q836916	Swedish Tax Agency	http://www.wikidata.org/entity/Q10673294
http://www.wikidata.org/entity/Q772059	Max Planck Institute for Human Development	http://www.wikidata.org/entity/Q693628
http://www.wikidata.org/entity/Q432637	George Washington University	http://www.wikidata.org/entity/Q2019662
http://www.wikidata.org/entity/Q432637	George Washington University	http://www.wikidata.org/entity/Q3297936
http://www.wikidata.org/entity/Q2002619	Nottingham Trent University	http://www.wikidata.org/entity/Q41262
http://www.wikidata.org/entity/Q3440237	Swedish Public Employment Service	http://www.wikidata.org/entity/Q1754
http://www.wikidata.org/entity/Q741082	Macquarie University	http://www.wikidata.org/entity/Q8273407
http://www.wikidata.org/entity/Q1547084	University of Twente	http://www.wikidata.org/entity/Q2303437
http://www.wikidata.org/entity/Q499510	University of Liverpool	http://www.wikidata.org/entity/Q4666835
