sign,R,G,B
8,84,83,88
8,84,83,88
8,85,83,88
8,87,82,88
8,87,80,87
8,88,81,88
8,86,81,87
8,85,83,88
8,85,83,88
8,85,80,86
8,110,68,76
8,108,67,78
8,109,68,77
8,107,69,77
8,108,64,81
8,107,69,77
8,109,69,76
8,104,70,79
8,105,68,81
8,106,63,85
8,109,67,78
8,108,68,78
8,110,66,78
8,109,71,74
8,110,68,75
8,106,69,79
8,109,69,76
8,108,69,77
8,106,67,80
8,103,66,84
8,107,65,81
8,112,62,79
8,114,61,79
8,112,61,81
8,112,59,82
8,112,62,79
8,105,67,82
8,111,69,74
8,114,67,72
8,107,57,90
8,107,55,91
8,111,57,85
8,109,56,88
8,109,56,88
8,112,66,76
8,112,64,77
8,114,64,75
8,111,61,82
8,116,74,63
8,121,74,58
8,112,72,69
8,110,68,75
8,109,71,74
8,114,72,68
8,117,74,63
8,109,70,74
8,112,66,76
8,107,70,76
8,110,67,76
8,110,67,76
8,111,67,75
8,111,68,75
8,113,68,73
8,111,65,78
8,111,66,76
8,112,66,76
8,109,68,76
8,110,67,77
8,110,65,78
8,111,63,79
8,111,64,79
8,110,65,78
8,110,66,77
8,111,65,78
8,110,65,79
8,109,67,78
8,111,66,77
8,104,71,79
8,85,73,95
8,85,73,95
8,85,73,95
8,87,72,95
8,87,72,95
8,83,74,91
8,84,77,95
8,83,73,97
8,86,72,98
8,86,70,99
8,86,70,99
8,82,67,96
8,86,70,99
8,85,70,99
8,86,71,100
8,84,69,98
8,86,70,99
8,83,73,97
8,71,74,109
8,70,74,111
8,68,72,119
8,69,73,118
8,71,73,114
8,68,73,113
8,71,74,109
8,77,73,96
8,77,73,96
8,78,76,98
8,77,79,104
8,72,77,106
8,70,75,105
8,80,75,95
8,80,75,95
8,101,55,98
8,97,65,92
8,103,56,95
8,100,57,96
8,98,57,98
8,88,61,104
8,85,65,103
8,82,70,102
8,82,65,107
8,92,65,96
8,99,59,96
8,79,69,105
8,81,65,107
8,86,62,106
8,82,64,107
8,81,70,102
9,33,94,123
9,37,91,125
9,44,91,121
9,41,92,123
9,48,90,115
9,53,89,113
9,56,88,111
9,42,92,119
9,37,92,123
9,36,92,125
9,42,84,122
9,38,91,122
9,41,93,117
9,34,93,123
9,40,93,127
9,38,93,124
9,42,87,118
9,54,92,101
9,53,89,115
9,52,91,106
9,53,92,109
9,52,90,111
9,53,93,105
9,59,93,102
9,55,91,107
9,53,91,104
9,59,90,111
9,56,88,111
9,55,93,96
9,54,91,110
9,53,92,107
9,53,96,103
9,55,91,107
9,53,91,112
9,50,93,112
9,37,94,121
9,30,100,126
9,35,95,123
9,32,98,120
9,39,95,120
9,40,95,115
9,37,90,130
9,39,95,120
9,28,95,138
9,28,99,119
9,24,95,141
9,24,97,132
9,25,98,130
9,26,97,127
9,31,99,118
9,33,98,120
9,32,97,129
9,26,97,129
9,50,91,121
9,45,93,116
9,41,101,99
9,36,98,121
9,35,95,119
9,40,99,95
9,53,92,109
9,49,91,113
9,57,90,109
9,65,91,92
9,65,91,92
9,43,97,109
9,49,95,118
9,55,90,110
9,42,93,114
9,43,93,118
9,45,89,116
9,43,94,113
9,67,87,100
9,67,87,100
9,67,86,100
9,67,86,100
9,63,87,104
9,70,85,99
9,74,84,96
9,68,86,99
9,65,86,103
9,71,85,98
9,69,85,100
9,70,85,98
9,70,85,98
9,69,85,100
9,69,85,100
9,69,85,100
9,69,85,100
9,67,86,101
9,64,88,98
9,64,89,94
9,71,84,101
9,68,86,100
9,72,86,99
9,71,85,98
9,67,86,103
9,64,86,107
9,65,86,107
9,72,83,103
9,69,84,103
9,57,88,108
9,53,90,108
9,71,83,95
9,69,88,94
9,73,84,88
9,60,86,111
9,60,86,111
9,70,82,106
9,68,83,106
9,51,94,111
9,49,95,111
9,46,95,110
9,49,96,112
9,51,94,111
9,47,95,109
9,48,94,110
9,54,94,104
9,61,91,99
9,59,91,106
9,55,93,102
9,42,98,115
9,47,96,110
9,44,94,119
9,48,93,112
9,41,97,120
9,40,98,120
9,50,100,88
9,48,99,90
9,50,96,112
9,51,94,111
9,69,86,99
9,70,86,98
9,68,85,100
9,68,84,102
9,71,83,99
9,70,84,99
9,75,82,97
9,73,84,97
9,68,84,101
9,67,87,100
9,68,86,100
9,67,87,100
9,68,86,100
9,68,86,100
9,39,94,115
9,35,95,121
9,34,95,126
9,29,98,127
9,32,100,135
9,67,82,123
9,38,94,119
9,58,84,117
9,48,96,110
9,61,84,116
9,48,89,117
9,60,88,112
9,33,98,116
9,40,95,115
9,17,100,142
9,57,84,114
9,32,98,114
9,36,93,122
9,4,107,142
9,7,102,144
9,7,102,144
9,7,102,144
9,23,100,131
9,5,102,147
9,9,99,145
9,6,103,145
9,16,102,136
9,21,100,133
9,13,103,138
9,0,109,144
9,5,106,142
9,0,106,147
9,27,100,126
9,60,88,106
9,57,87,110
9,59,86,109
9,52,90,111
9,58,86,109
9,52,87,114
9,50,88,116
9,52,88,113
9,50,89,115
9,54,88,112
9,48,90,115
9,45,103,88
9,45,103,88
9,39,106,89
9,45,99,111
9,44,95,114
9,54,92,105
9,54,95,101
9,48,94,120
9,44,95,112
9,54,94,104
9,52,93,121
9,65,90,95
9,63,93,103
9,55,98,107
9,57,90,105
9,58,91,106
9,58,91,106
9,64,87,105
9,60,86,103
9,61,88,105
9,57,90,109
9,64,87,103
9,59,88,104
9,59,85,108
9,56,87,108
9,56,89,104
9,53,90,109
9,73,86,95
9,73,86,92
9,73,86,92
9,80,84,83
9,76,85,92
9,84,84,86
9,84,84,86
9,87,83,82
9,84,84,86
9,83,84,86
9,80,85,89
9,75,83,94
9,75,82,92
9,70,89,96
9,72,89,97
9,84,80,103
9,54,96,94
9,77,88,92
9,61,88,99
9,67,89,103
9,62,90,94
9,64,91,100
9,63,92,100
9,70,89,95
9,71,85,97
9,72,85,97
9,69,86,98
9,69,85,99
9,69,86,99
9,68,85,100
9,71,85,98
9,72,85,96
9,68,86,99
9,69,85,99
9,71,86,97
9,74,86,94
9,77,85,92
9,71,86,97
9,50,97,106
9,58,93,103
9,58,93,103
9,58,93,102
9,59,93,102
9,60,91,102
9,58,93,103
9,56,94,104
9,55,95,104
9,56,94,103
9,48,98,108
9,42,100,104
9,38,100,97
9,41,96,116
9,43,94,113
9,51,92,114
9,60,88,110
9,39,97,117
9,62,88,111
9,63,92,100
9,50,85,115
9,51,93,109
9,40,89,122
9,44,95,116
9,44,95,116
9,41,95,123
9,39,97,121
9,36,96,122
9,38,95,115
9,43,96,110
10,82,101,71
10,77,107,70
10,81,100,73
10,82,104,67
10,85,102,66
10,83,98,72
10,83,98,73
10,82,99,72
10,84,98,72
10,85,100,69
10,84,101,69
10,81,103,70
10,81,103,70
10,80,100,73
10,110,118,45
10,109,117,40
10,105,113,36
10,109,118,29
10,100,107,53
10,102,111,66
10,105,114,25
10,105,114,25
10,99,102,71
10,103,112,31
10,102,111,18
10,96,104,53
10,82,87,84
10,81,90,83
10,82,89,82
10,78,94,82
10,78,88,88
10,72,89,93
10,77,87,89
10,80,92,82
10,80,91,82
10,78,94,81
10,82,90,82
10,77,94,83
10,80,91,82
10,77,92,85
10,81,100,72
10,81,99,74
10,80,100,74
10,77,108,68
10,73,107,73
10,72,110,71
10,73,101,79
10,69,96,89
10,72,94,87
10,73,96,85
10,72,98,83
10,73,103,78
10,72,102,80
10,78,94,81
10,81,112,61
10,78,107,68
10,79,104,71
10,79,102,73
10,78,105,70
10,79,102,73
10,80,101,73
10,68,109,77
10,74,98,81
10,72,102,79
10,71,104,78
10,73,103,77
10,71,113,70
10,72,110,72
10,71,109,74
10,70,108,76
10,71,107,76
10,72,105,76
10,22,109,122
10,67,101,85
10,71,106,77
10,69,107,77
10,68,110,76
10,69,103,81
10,70,109,75
10,70,113,71
10,71,106,77
10,71,106,77
10,66,102,85
10,68,101,85
10,72,105,77
10,84,99,71
10,80,100,73
10,82,100,71
10,82,102,70
10,82,100,71
10,81,106,67
10,87,106,60
10,80,100,73
10,82,106,66
10,77,106,71
10,77,105,72
10,79,102,73
10,77,106,70
10,78,106,69
10,79,103,71
10,82,96,76
10,77,96,81
10,77,107,70
10,75,106,73
10,76,103,74
10,76,101,76
10,77,107,69
10,80,101,73
10,74,95,84
10,74,96,83
10,74,96,83
10,73,96,84
10,74,94,85
10,77,96,80
10,77,94,82
10,78,94,82
10,79,94,81
10,79,93,82
10,81,95,78
10,78,91,85
10,73,94,87
10,79,91,84
10,77,90,86
10,76,92,86
10,76,90,87
10,75,90,88
10,73,94,87
10,73,92,89
10,88,113,52
10,88,114,52
10,88,114,51
10,89,115,50
10,87,119,47
10,87,114,54
10,88,113,53
10,86,115,52
10,88,112,54
10,86,119,49
10,85,116,52
10,89,114,50
10,85,115,54
10,87,105,62
10,87,112,55
10,89,114,51
10,87,114,52
10,90,117,47
10,89,124,40
10,79,97,55
10,82,99,67
10,78,91,84
10,77,90,81
10,81,96,77
10,80,95,88
10,80,92,78
10,90,106,59
10,83,98,75
10,87,96,75
10,85,99,63
10,85,99,64
10,83,97,64
10,85,98,68
10,83,99,54
10,85,99,66
10,83,96,68
10,75,104,75
10,72,104,78
10,71,101,82
10,73,105,76
10,74,98,81
10,73,103,78
10,71,100,83
10,72,97,84
10,67,104,83
10,66,100,87
10,71,104,79
10,69,116,69
10,73,102,78
10,93,123,37
10,83,103,68
10,84,104,66
10,76,108,69
10,81,101,72
10,83,117,53
10,85,112,56
10,75,99,79
10,77,97,80
10,73,103,77
10,75,105,73
10,78,106,69
10,81,96,77
10,80,96,77
10,81,95,78
10,80,95,78
10,80,92,81
10,80,92,82
10,84,94,76
10,84,97,72
10,81,95,77
10,80,96,78
10,85,95,74
10,83,96,74
10,84,96,74
10,85,95,74
10,81,96,76
10,81,95,78
10,80,98,76
10,81,96,77
10,82,95,77
10,73,95,86
10,73,94,87
10,74,95,85
10,74,92,87
10,69,95,89
10,73,92,88
10,74,92,87
10,72,94,88
10,73,92,89
10,73,92,88
10,73,94,87
10,74,91,88
10,74,92,88
10,75,109,69
10,73,111,69
10,73,111,69
10,73,111,70
10,73,112,69
10,73,113,68
10,71,110,72
10,67,94,92
10,66,93,94
10,76,102,76
10,71,112,71
10,75,110,70
10,74,110,69
10,73,109,72
10,73,113,68
10,72,111,70
10,72,113,69
10,68,110,76
10,73,114,67
10,71,112,71
10,76,95,83
10,77,93,84
10,76,92,86
10,75,90,88
10,77,89,88
10,75,91,88
10,75,91,88
10,75,88,91
10,76,92,86
10,74,92,88
10,74,91,88
10,76,91,87
10,75,92,86
10,77,92,84
10,83,95,76
10,77,97,80
10,79,96,79
10,81,93,80
10,84,101,68
10,82,97,74
10,83,99,71
10,81,103,69
10,82,102,70
10,81,95,78
10,83,105,66
10,84,104,66
10,84,101,68
10,84,102,68
10,78,103,72
10,84,101,69
10,82,103,69
10,86,98,70
10,85,100,69
10,86,98,70
10,77,103,73
10,76,103,75
10,80,106,67
10,81,104,69
10,82,115,56
10,73,129,51
10,75,130,49
10,43,132,78
10,44,118,92
10,81,103,70
10,72,104,77
10,71,111,71
10,66,121,66
10,69,121,63
10,72,114,67
10,75,116,62
10,77,99,78
10,73,103,77
10,75,95,83
10,74,100,80
10,74,104,75
10,74,102,78
10,75,97,81
10,76,97,81
10,76,97,80
10,76,97,81
11,78,85,90
11,78,85,90
11,79,84,91
11,78,86,89
11,79,86,88
11,77,86,91
11,79,85,90
11,80,85,89
11,80,85,88
11,79,85,90
11,78,85,91
11,79,85,90
11,80,85,90
11,80,84,89
11,79,85,89
11,79,86,89
11,73,80,100
11,73,85,96
11,75,84,94
11,73,85,96
11,75,82,96
11,72,82,100
11,78,94,82
11,82,83,88
11,77,82,95
11,75,83,95
11,77,82,95
11,73,89,92
11,73,85,95
11,70,85,98
11,72,87,94
11,83,84,88
11,83,85,82
11,84,85,87
11,84,83,88
11,86,87,81
11,87,87,77
11,84,84,84
11,84,83,88
11,83,82,90
11,83,82,88
11,85,86,80
11,80,86,84
11,83,84,89
11,79,84,91
11,79,84,91
11,81,84,89
11,81,84,89
11,78,83,92
11,78,82,93
11,78,83,92
11,78,86,90
11,77,88,88
11,72,85,96
11,72,85,97
11,73,85,95
11,70,86,98
11,63,84,108
11,82,87,85
11,81,83,89
11,81,83,90
11,82,83,89
11,78,86,90
11,80,83,91
11,80,84,89
11,80,83,91
11,76,85,93
11,77,85,92
11,79,84,91
11,78,85,91
11,78,83,93
11,77,85,91
11,78,86,90
11,78,84,91
11,86,87,81
11,90,84,79
11,87,85,81
11,86,84,83
11,88,83,82
11,88,83,82
11,90,85,78
11,90,84,80
11,87,83,84
11,85,84,85
11,88,85,81
11,87,84,83
11,90,84,80
11,89,86,79
11,76,80,98
11,71,83,99
11,75,81,97
11,68,83,102
11,73,80,101
11,71,84,99
11,79,81,94
11,74,81,99
11,74,81,98
11,71,80,103
11,75,79,99
11,71,82,101
11,61,85,108
11,74,81,99
11,77,82,95
11,76,85,93
11,77,81,95
11,78,83,92
11,79,82,92
11,80,81,93
11,80,83,90
11,84,82,88
11,83,82,88
11,84,81,89
11,83,81,90
11,78,84,91
11,77,85,91
11,84,81,89
11,80,84,89
11,80,84,89
11,81,85,88
11,81,83,89
11,81,84,89
11,82,84,87
11,78,83,93
11,77,82,94
11,80,84,90
11,81,84,88
11,84,83,86
11,83,83,87
11,81,83,89
11,82,84,87
11,76,84,93
11,79,83,91
11,75,85,94
11,78,85,90
11,76,84,95
11,72,86,96
11,77,85,91
11,82,85,87
11,80,85,88
11,80,85,89
11,79,84,90
11,78,86,89
11,76,86,92
11,77,87,89
11,81,86,86
11,78,87,88
11,78,87,88
11,78,86,89
11,81,87,85
11,80,86,87
11,78,85,90
11,75,87,91
11,77,86,91
11,78,86,90
11,78,86,90
11,80,86,88
11,79,87,88
11,82,87,85
11,82,87,85
11,83,86,84
11,83,84,86
11,76,87,91
11,81,84,89
11,80,85,89
11,79,83,91
11,76,86,91
11,81,87,86
11,81,90,83
11,80,82,91
11,81,82,90
11,80,80,93
11,76,82,96
11,72,84,97
11,76,81,96
11,76,81,96
11,78,82,93
11,80,80,94
11,78,82,93
11,79,83,92
11,80,84,89
11,80,80,94
11,80,80,94
11,75,87,92
11,78,83,93
11,78,82,93
11,80,82,91
11,80,82,91
11,78,78,98
11,74,78,102
11,72,81,100
11,66,84,103
11,66,84,103
11,72,85,97
11,71,83,99
11,72,85,97
11,71,85,98
11,70,84,99
11,71,83,100
11,71,83,100
11,71,83,100
11,71,83,100
11,71,84,99
11,71,85,98
11,71,85,98
11,72,86,96
11,72,85,97
11,70,85,98
11,71,85,98
11,82,86,85
11,83,87,84
11,86,83,85
11,70,85,99
11,73,85,96
11,72,84,98
11,73,85,96
11,73,85,95
11,72,86,95
11,73,84,97
11,76,84,94
11,74,84,95
11,72,87,95
11,71,85,97
11,72,85,96
11,73,85,96
11,76,82,95
11,73,86,95
11,76,83,94
11,76,83,94
11,75,84,94
