1,54,58,67
1,201,196,200
1,172,184,206
1,164,178,191
1,65,86,105
1,176,193,201
1,132,116,119
1,184,198,207
1,117,130,139
1,107,122,127
1,196,209,218
1,175,193,205
1,90,84,68
1,130,12,12
1,38,36,39
1,143,138,74
1,71,70,68
1,80,104,132
1,35,49,60
1,0,96,156
1,210,227,237
1,11,154,224
1,10,172,244
1,0,98,159
1,75,82,75
1,59,52,44
1,72,57,50
1,45,41,40
1,176,192,207
1,54,74,109
1,72,55,45
1,63,63,73
1,103,107,110
1,106,146,172
1,140,141,136
1,0,80,129
1,11,64,106
1,7,17,29
